person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
0.064516,1,0.25,0.006565,0.048,RENT,0.304348,MEDICAL,0.450617,0.30303,0.178571,0.595652,0,0
0.064516,0,0,0.001024,0.04,RENT,0.101449,MEDICAL,0.383402,0.393939,0.25,0.302174,0,1
0.008065,1,0.25,0.002669,0,RENT,0.188406,EDUCATION,0.587106,0.393939,0.035714,0.619565,0,1
0.024194,0,0.75,0.008925,0.008,RENT,0.072464,DEBTCONSOLIDATION,0.11797,0.060606,0,0.28913,1,0
0.096774,0,0.5,0.022594,0.048,MORTGAGE,0.165739,MEDICAL,0.234568,0.060606,0.357143,0.697826,1,0
0.056452,1,0,0.018762,0.072,RENT,0.374638,PERSONAL,0.724966,0.136364,0.285714,0.345652,0,1
0.064516,0,0.5,0.005012,0.056,OWN,0.053623,EDUCATION,0.519204,0.075758,0.107143,0.615217,0,0
0.08871,0,0.5,0.006543,0.088,RENT,0.246377,EDUCATION,0.508916,0.242424,0.107143,0.643478,1,0
0.395161,1,0.75,0.012448,0.384,RENT,0.124638,MEDICAL,0.642661,0.075758,0.714286,0.856522,0,0
0.064516,1,0,0.007657,0.04,RENT,0.339739,PERSONAL,0.379287,0.287879,0.142857,0.376087,1,0
0.040323,0,0.75,0.007024,0.016,RENT,0.078261,EDUCATION,0.383402,0.075758,0.071429,0.580435,0,1
0.08871,1,0,0.032625,0.048,MORTGAGE,0.42029,HOMEIMPROVEMENT,0.390947,0.090909,0.25,0.55,0,0
0.024194,0,0,0.014044,0,MORTGAGE,0.217391,EDUCATION,0.33882,0.106061,0.035714,0.654348,0,0
0.024194,1,0,0.005709,0,RENT,0.275362,DEBTCONSOLIDATION,0.534979,0.30303,0.071429,0.53913,0,0
0.104839,1,0.25,0.014035,0.08,MORTGAGE,0.315942,PERSONAL,0.082305,0.151515,0.214286,0.663043,1,0
0.048387,1,0,0.015272,0.032,RENT,0.130435,VENTURE,0.889575,0.060606,0.071429,0.58913,1,0
0.008065,1,0.5,0.007002,0,MORTGAGE,0.198551,VENTURE,0.358711,0.19697,0,0.623913,1,0
0.064516,0,0.5,0.005735,0.048,MORTGAGE,0.542029,EDUCATION,0.307956,0.590909,0.214286,0.71087,0,0
0.072581,0,0.25,0.00225,0.048,RENT,0.043478,DEBTCONSOLIDATION,0.039095,0.121212,0.178571,0.508696,0,1
0.056452,0,0.5,0.007366,0.008,RENT,0.275362,PERSONAL,0.364883,0.242424,0.178571,0.508696,1,0
0.104839,1,0.75,0.010021,0.056,RENT,0.124638,HOMEIMPROVEMENT,0.558985,0.090909,0.178571,0.573913,1,0
0.056452,0,0.25,0.013281,0.04,RENT,0.304348,HOMEIMPROVEMENT,0.724966,0.166667,0.107143,0.384783,0,1
0.048387,1,0.25,0.01404,0.024,MORTGAGE,0.217391,EDUCATION,0,0.106061,0.035714,0.508696,1,0
0.032258,0,0,0.009823,0.016,MORTGAGE,0.217391,MEDICAL,0.38203,0.151515,0.035714,0.508696,1,0
0.040323,1,0.25,0.012182,0.032,MORTGAGE,0.240986,PERSONAL,0.235254,0.136364,0.071429,0.667391,0,0
0.080645,1,0.75,0.008699,0.048,MORTGAGE,0.368116,HOMEIMPROVEMENT,0.383402,0.287879,0.107143,0.473913,1,0
0.032258,1,0.5,0.01421,0.032,MORTGAGE,0.014493,EDUCATION,0.386831,0.015152,0.035714,0.571739,0,0
0.032258,1,0,0.006691,0,RENT,0.124638,PERSONAL,0.238683,0.136364,0,0.319565,1,0
0.032258,1,0,0.009023,0,RENT,0.565217,EDUCATION,0.262689,0.409091,0.035714,0.484783,0,1
0.072581,0,0.75,0.011531,0.088,RENT,0.565217,VENTURE,0.076818,0.333333,0.25,0.665217,0,0
0.040323,1,0.5,0.015712,0.056,MORTGAGE,0.124638,PERSONAL,0.11797,0.060606,0.035714,0.51087,1,0
0.048387,1,0,0.011046,0.04,RENT,0.188406,PERSONAL,0.26749,0.121212,0,0.45,1,0
0.064516,1,0.25,0.007412,0.064,RENT,0.217391,MEDICAL,0.606996,0.19697,0.25,0.565217,1,0
0.169355,1,0,0.005213,0.16,OWN,0.275362,VENTURE,0.574074,0.333333,0.392857,0.641304,1,0
0.056452,1,0.25,0.004639,0.016,RENT,0.275362,MEDICAL,0.431413,0.363636,0.107143,0.552174,1,0
0.096774,1,0.75,0.028319,0.08,MORTGAGE,0.055246,VENTURE,0.587791,0.015152,0.285714,0.543478,1,0
0.064516,0,0.75,0.009283,0.048,OWN,0.246377,VENTURE,0.039095,0.181818,0.178571,0.595652,0,0
0.048387,0,0.5,0.006713,0.024,RENT,0.333333,MEDICAL,0.608368,0.318182,0.107143,0.556522,1,0
0.056452,1,0.25,0.0162,0.032,RENT,0.710145,VENTURE,0.501372,0.30303,0.285714,0.695652,0,0
0.008065,0,0.25,0.01037,0,RENT,0.275362,DEBTCONSOLIDATION,0.390261,0.181818,0.071429,0.436957,0,0
0.032258,0,0.25,0.010735,0.016,RENT,0.362319,EDUCATION,0.351166,0.227273,0.035714,0.530435,0,0
0.048387,1,0,0.005692,0.04,RENT,0.217391,DEBTCONSOLIDATION,0.376543,0.242424,0.107143,0.432609,1,0
0.064516,0,0.5,0.00423,0.048,RENT,0.089855,DEBTCONSOLIDATION,0.066529,0.136364,0.178571,0.682609,1,0
0.032258,1,0.5,0.001028,0.048,RENT,0.078261,PERSONAL,0.039095,0.318182,0.035714,0.604348,0,1
0.016129,0,0,0.003797,0,RENT,0.217391,EDUCATION,0.416324,0.348485,0,0.66087,1,0
0.048387,0,0.25,0.027371,0.024,RENT,0.362319,VENTURE,0.48011,0.090909,0.035714,0.573913,0,0
0.080645,1,0.5,0.007026,0.048,MORTGAGE,0.488029,HOMEIMPROVEMENT,0.549383,0.454545,0.285714,0.523913,1,0
0.185484,0,0.5,0.028308,0.152,RENT,0.188406,HOMEIMPROVEMENT,0.039095,0.045455,0.357143,0.647826,1,0
0.024194,1,0.5,0.007051,0.032,MORTGAGE,0.026087,MEDICAL,0.645405,0.030303,0,0.676087,0,1
0.056452,0,0,0.009905,0.024,RENT,0.507246,HOMEIMPROVEMENT,0.236626,0.348485,0.107143,0.476087,1,0
0.024194,0,0.75,0.013168,0.032,MORTGAGE,0.130435,EDUCATION,0,0.075758,0,0.547826,0,0
0.048387,0,0.25,0.016545,0.056,MORTGAGE,0.275362,EDUCATION,0.297668,0.121212,0.035714,0.56087,0,0
0.040323,1,0.5,0.01369,0.024,MORTGAGE,0.275362,EDUCATION,0.348422,0.136364,0,0.591304,0,0
0.008065,0,0.5,0.002089,0,RENT,0.086957,MEDICAL,0.543896,0.227273,0.035714,0.554348,0,1
0.040323,1,0.25,0.020756,0.008,MORTGAGE,0.521159,EDUCATION,0.38546,0.181818,0.035714,0.463043,1,0
0.048387,0,0.25,0.00905,0.032,MORTGAGE,0.073913,PERSONAL,0.128258,0.060606,0.035714,0.28913,1,0
0.048387,0,0,0.006894,0.032,RENT,0.15942,DEBTCONSOLIDATION,0.336763,0.151515,0.071429,0.608696,0,0
0.016129,1,0.25,0.003761,0.024,MORTGAGE,0.297101,DEBTCONSOLIDATION,0.392318,0.469697,0,0.421739,1,0
0.104839,1,0.5,0.006021,0.096,RENT,0.217391,MEDICAL,0.039095,0.242424,0.178571,0.704348,1,0
0.024194,1,0.75,0.018175,0,RENT,0.681159,MEDICAL,1,0.257576,0.035714,0.484783,0,1
0.104839,0,0,0.010671,0.08,MORTGAGE,0.168116,DEBTCONSOLIDATION,0.11797,0.106061,0.285714,0.556522,0,0
0.024194,1,0.25,0.009046,0,OWN,0.217391,PERSONAL,0.487654,0.166667,0,0.5,1,0
0.137097,0,0.75,0.009889,0.12,RENT,0.333333,PERSONAL,0.759259,0.227273,0.535714,0.602174,1,0
0.024194,1,0.75,0.009384,0.008,MORTGAGE,0.333333,EDUCATION,0.364883,0.242424,0.071429,0.558696,0,0
0.040323,0,0.5,0.009495,0.048,RENT,0.333333,VENTURE,0.119342,0.242424,0.107143,0.678261,0,0
0.048387,1,0,0.007857,0.016,OWN,0.057971,VENTURE,0.307956,0.060606,0,0.332609,1,0
0.129032,0,0.25,0.00985,0.104,RENT,0.42029,MEDICAL,0.569273,0.287879,0.321429,0.53913,0,0
0.032258,0,0.75,0.004872,0.016,RENT,0.275362,MEDICAL,0.383402,0.348485,0,0.591304,1,0
0.120968,1,0.25,0.019518,0.088,RENT,0.710145,PERSONAL,0.80727,0.257576,0.214286,0.556522,0,1
0.016129,1,0.75,0.008107,0.008,RENT,0.057971,MEDICAL,0.759259,0.060606,0.035714,0.356522,0,1
0.032258,1,0.75,0.005509,0,RENT,0.107246,VENTURE,0.091907,0.136364,0.071429,0.602174,0,0
0.072581,1,0.5,0.006391,0.072,MORTGAGE,0.144928,EDUCATION,0.38203,0.151515,0.178571,0.58913,1,0
0.032258,1,0.25,0.012364,0.032,MORTGAGE,0.188406,HOMEIMPROVEMENT,0.633059,0.106061,0.071429,0.3,1,0
0.040323,1,0.5,0.004884,0,RENT,0.130435,MEDICAL,0.347737,0.181818,0.035714,0.391304,1,0
0.032258,0,0.75,0.004706,0.016,RENT,0.130435,PERSONAL,0.654321,0.181818,0.071429,0.545652,0,1
0.169355,0,0.5,0.005703,0.136,MORTGAGE,0.02029,VENTURE,0.671468,0.030303,0.5,0.730435,0,0
0.064516,0,0.25,0.009226,0.064,RENT,0.217391,MEDICAL,0.340192,0.166667,0.214286,0.508696,0,1
0.048387,1,0.25,0.01064,0.024,MORTGAGE,0.391304,VENTURE,0.471879,0.257576,0,0.347826,1,0
0.040323,0,0.5,0.00669,0,RENT,0.217391,EDUCATION,0.557613,0.212121,0.035714,0.258696,0,1
0.024194,0,0.75,0.008214,0.032,MORTGAGE,0.217391,MEDICAL,0.578189,0.181818,0,0.693478,1,0
0.048387,0,0.25,0.006436,0.024,RENT,0.072464,HOMEIMPROVEMENT,0.141975,0.090909,0.071429,0.4,0,1
0.08871,1,0.75,0.014887,0.064,RENT,0.681159,PERSONAL,0.609053,0.318182,0.285714,0.402174,1,0
0.008065,0,0,0,0,RENT,0.065217,PERSONAL,0.790809,0.515152,0.035714,0.613043,0,1
0.040323,0,0.25,0.020746,0.024,MORTGAGE,0.710145,DEBTCONSOLIDATION,0.364883,0.242424,0.035714,0.595652,1,0
0.008065,0,0,0.010724,0,MORTGAGE,0.057971,PERSONAL,0.759259,0.045455,0.035714,0.534783,0,0
0.072581,1,0,0.005732,0.064,RENT,0.15942,DEBTCONSOLIDATION,0.392318,0.181818,0.142857,0.530435,1,0
0.112903,0,0.25,0.009855,0.096,MORTGAGE,0.217391,VENTURE,0.102881,0.151515,0.178571,0.432609,1,0
0.032258,1,0.25,0.02487,0.008,MORTGAGE,0.333333,PERSONAL,0.141975,0.090909,0.071429,0.567391,1,0
0.048387,1,0.25,0.01743,0.008,RENT,0.797101,EDUCATION,0.238683,0.318182,0,0.321739,1,0
0.040323,0,0,0.002867,0.016,RENT,0.046377,EDUCATION,0.552812,0.106061,0.071429,0.423913,1,0
0.040323,1,0,0.010731,0,RENT,0.194203,HOMEIMPROVEMENT,0.1893,0.121212,0.071429,0.38913,0,0
0.040323,0,0.75,0.004521,0.024,RENT,0.381159,DEBTCONSOLIDATION,0.749657,0.515152,0.071429,0.593478,0,1
0.032258,1,0.25,0.008247,0.016,MORTGAGE,0.144928,HOMEIMPROVEMENT,0.217421,0.121212,0.071429,0.48913,1,0
0.080645,1,0.75,0.007528,0.04,MORTGAGE,0.043478,PERSONAL,0.38203,0.045455,0.285714,0.573913,1,0
0.08871,1,0.25,0.009978,0.056,RENT,0.594203,PERSONAL,0.339506,0.393939,0.285714,0.326087,0,1
0.056452,0,0.25,0.00902,0.048,MORTGAGE,0.217391,VENTURE,0.168724,0.166667,0.214286,0.426087,0,0
0.129032,0,0.75,0.00863,0.144,OWN,0.101449,EDUCATION,0.383402,0.090909,0.464286,0.541304,1,0
0.169355,1,0,0.006848,0.144,RENT,0.130435,PERSONAL,0.143347,0.136364,0.321429,0.617391,0,0
0.024194,0,0.5,0.006447,0,MORTGAGE,0.695971,DEBTCONSOLIDATION,0.711934,0.681818,0,0.241304,0,1
0.032258,0,0,0.003638,0.008,MORTGAGE,0.135507,DEBTCONSOLIDATION,0.38203,0.227273,0.071429,0.547826,1,0
0.040323,1,0,0.008043,0.048,RENT,0.217391,HOMEIMPROVEMENT,0.307956,0.181818,0,0.623913,0,1
0.104839,0,0.25,0.004008,0.08,RENT,0.020754,EDUCATION,0.400549,0.045455,0.25,0.445652,1,0
0.104839,1,0,0.011419,0.08,MORTGAGE,0.189391,MEDICAL,0.155007,0.121212,0.25,0.530435,1,0
0.072581,1,0.25,0.002167,0.048,RENT,0.213536,HOMEIMPROVEMENT,0.516461,0.5,0.142857,0.436957,0,1
0.08871,0,0,0.028252,0.048,MORTGAGE,0.687362,VENTURE,0.383402,0.166667,0.214286,0.469565,1,0
0.145161,1,0,0.009675,0.128,RENT,0.130435,DEBTCONSOLIDATION,0.168724,0.090909,0.5,0.645652,0,0
0.080645,0,0.5,0.010677,0.032,RENT,0.194203,HOMEIMPROVEMENT,0.383402,0.121212,0.107143,0.369565,1,0
0.080645,0,0,0.004316,0.072,RENT,0.42029,DEBTCONSOLIDATION,0.48011,0.575758,0.107143,0.65,0,1
0.048387,0,0,0.005693,0.024,RENT,0.333333,MEDICAL,0.314129,0.378788,0.071429,0.365217,1,0
0.056452,0,0,0.009377,0.056,RENT,0.130435,HOMEIMPROVEMENT,0.383402,0.106061,0.107143,0.684783,0,0
0.064516,0,0,0.004693,0.04,RENT,0.101449,MEDICAL,0.806584,0.151515,0.25,0.369565,0,1
0.032258,1,0.5,0.006367,0.032,MORTGAGE,0.101449,MEDICAL,0.383402,0.106061,0.035714,0.528261,1,0
0.056452,0,1,0.005659,0.04,RENT,0.275362,VENTURE,0.383402,0.318182,0.285714,0.6,0,0
0.032258,1,0.75,0.008032,0.024,RENT,0.055072,MEDICAL,0.553498,0.060606,0.071429,0.578261,0,1
0.258065,1,0.5,0.013193,0.248,RENT,0.304348,DEBTCONSOLIDATION,0.48011,0.166667,0.821429,0.641304,0,0
0.024194,0,0.5,0.005386,0,RENT,0.104348,MEDICAL,0.383402,0.136364,0.071429,0.408696,0,1
0.040323,0,0.25,0.002663,0.024,RENT,0.116058,PERSONAL,0.751715,0.257576,0.035714,0.530435,0,1
0.024194,1,0.5,0.009828,0.016,OWN,0.263768,PERSONAL,0.600137,0.181818,0.071429,0.417391,1,0
0.120968,0,0.25,0.014761,0.104,MORTGAGE,0.275362,HOMEIMPROVEMENT,0.141975,0.136364,0.25,0.602174,0,0
0.016129,0,0.5,0.02238,0,MORTGAGE,0.275362,EDUCATION,0.38203,0.090909,0.035714,0.667391,0,0
0.08871,1,0.5,0.002414,0.072,OWN,0.130435,VENTURE,0.439643,0.30303,0.107143,0.713043,1,0
0.072581,0,0,0.006027,0.032,MORTGAGE,0.211594,PERSONAL,0.527435,0.227273,0.25,0.41087,0,0
0.024194,0,0,0.024061,0.008,MORTGAGE,0.263507,DEBTCONSOLIDATION,0.139918,0.075758,0.035714,0.376087,1,0
0.016129,0,0,0.003209,0,OWN,0.130435,VENTURE,0.041838,0.242424,0,0.382609,1,0
0.016129,1,0,0.011144,0,MORTGAGE,0.368116,EDUCATION,0.128258,0.227273,0.035714,0.421739,1,0
0.048387,1,0.75,0.007544,0.024,RENT,0.347826,DEBTCONSOLIDATION,0.600823,0.30303,0.071429,0.615217,0,1
0.056452,1,0,0.006367,0.048,MORTGAGE,0.318841,MEDICAL,0.675583,0.318182,0.285714,0.432609,1,0
0.056452,1,0.25,0.006668,0.04,OWN,0.391304,MEDICAL,0.383402,0.378788,0.142857,0.358696,1,0
0.072581,1,0.5,0.005833,0.072,RENT,0.063768,VENTURE,0.431413,0.075758,0.178571,0.641304,1,0
0.217742,1,0.75,0.022371,0.192,RENT,0.275362,VENTURE,0.383402,0.090909,0.392857,0.691304,0,0
0.16129,1,0,0.028281,0.16,MORTGAGE,0.324638,PERSONAL,0.227709,0.090909,0.464286,0.597826,1,0
0.040323,1,0.5,0.015714,0.016,MORTGAGE,0.333333,VENTURE,0.325103,0.151515,0.035714,0.241304,1,0
0.040323,1,0,0.009034,0.024,MORTGAGE,0.660145,DEBTCONSOLIDATION,0.48011,0.484848,0.035714,0.297826,1,0
0.064516,0,0.5,0.007039,0.048,RENT,0.101449,PERSONAL,0.612483,0.106061,0.285714,0.682609,0,0
0.016129,0,0.25,0.008052,0.008,MORTGAGE,0.15942,PERSONAL,0.238683,0.136364,0,0.552174,0,0
0.056452,0,0.25,0.010655,0.016,RENT,0.507246,EDUCATION,0.331276,0.318182,0.142857,0.53913,1,0
0.072581,1,0.25,0.004027,0.032,RENT,0.217391,HOMEIMPROVEMENT,0.446502,0.333333,0.107143,0.491304,0,1
0.064516,1,0.25,0.024081,0.024,MORTGAGE,0.565217,EDUCATION,0.383402,0.166667,0.214286,0.523913,1,0
0.024194,1,0,0.005214,0,RENT,0.072464,EDUCATION,0.365569,0.106061,0.071429,0.15,0,1
0.120968,0,0.5,0.019046,0.104,RENT,0.333333,VENTURE,0.38203,0.121212,0.107143,0.58913,1,0
0.072581,0,0.5,0.009221,0.032,MORTGAGE,0.478261,HOMEIMPROVEMENT,0.041838,0.348485,0.285714,0.645652,0,0
0.120968,1,0,0.038132,0.112,MORTGAGE,0.202899,HOMEIMPROVEMENT,0.660494,0.045455,0.142857,0.43913,1,0
0.016129,0,0,0.006034,0,RENT,0.176812,PERSONAL,0.786694,0.19697,0.035714,0.526087,0,1
0.072581,0,0.5,0.005024,0.072,MORTGAGE,0.124638,VENTURE,0.481481,0.166667,0.25,0.593478,1,0
0.024194,0,0.5,0.007055,0,RENT,0.463014,MEDICAL,0.257888,0.424242,0.071429,0.628261,0,1
0.032258,1,0.5,0.004578,0,RENT,0.066667,PERSONAL,0.725652,0.106061,0.035714,0.415217,0,1
0.032258,0,0.5,0.006566,0,RENT,0.027855,DEBTCONSOLIDATION,0.325789,0.045455,0,0.586957,0,0
0.080645,1,0,0.003187,0.088,MORTGAGE,0.171014,PERSONAL,0.143347,0.318182,0.214286,0.517391,1,0
0.032258,1,0,0.004491,0.016,RENT,0.043478,EDUCATION,0.314129,0.075758,0,0.45,0,1
0.048387,0,0.25,0.014866,0,RENT,0.333333,VENTURE,0.210562,0.151515,0.071429,0.584783,0,0
0.032258,1,0.5,0.014259,0,MORTGAGE,0.42029,DEBTCONSOLIDATION,0.168724,0.212121,0,0.636957,0,0
0.040323,1,0.25,0.004545,0.024,MORTGAGE,0.217391,EDUCATION,0.082305,0.30303,0.071429,0.523913,1,0
0.048387,1,0.25,0.015541,0.032,RENT,0.275362,PERSONAL,0.128258,0.121212,0,0.643478,1,0
0.040323,1,0,0.002333,0.024,RENT,0.101449,VENTURE,0.128258,0.242424,0.035714,0.252174,1,0
0.080645,1,0.5,0.009535,0.064,MORTGAGE,0.217391,EDUCATION,0.331276,0.151515,0.142857,0.586957,1,0
0.080645,1,0,0.014866,0.048,MORTGAGE,0.565217,EDUCATION,0.366255,0.257576,0.107143,0.528261,1,0
0.072581,1,0.25,0.015717,0.056,RENT,0.42029,MEDICAL,0.305898,0.181818,0.25,0.663043,0,0
0.016129,0,0.75,0.020398,0,RENT,0.391304,DEBTCONSOLIDATION,0.241427,0.136364,0.035714,0.528261,0,0
0.048387,0,0.25,0.003954,0.008,MORTGAGE,0.333333,MEDICAL,0.26749,0.5,0.071429,0.58913,0,1
0.016129,1,0.5,0.009367,0,MORTGAGE,0.089855,EDUCATION,0.133745,0.075758,0,0.676087,0,0
0.177419,0,0.5,0.009764,0.16,MORTGAGE,0.855072,MEDICAL,0.933471,0.575758,0.535714,0.543478,0,1
0.032258,1,0.75,0.015728,0.016,RENT,0.130435,DEBTCONSOLIDATION,0.383402,0.060606,0.035714,0.526087,1,0
0.024194,0,0.25,0.002886,0,RENT,0.124638,EDUCATION,0.05144,0.257576,0,0.632609,0,0
0.032258,0,0.25,0.011478,0.016,MORTGAGE,0.072464,HOMEIMPROVEMENT,0.383402,0.045455,0.035714,0.504348,1,0
0.112903,0,0,0.005389,0.072,RENT,0.289855,MEDICAL,0.553498,0.333333,0.107143,0.565217,1,0
0.129032,0,0.5,0.010641,0.096,MORTGAGE,0.070319,MEDICAL,0.259945,0.045455,0.357143,0.615217,1,0
0.040323,1,0,0.010871,0.024,RENT,0.061913,DEBTCONSOLIDATION,0.659808,0.045455,0.035714,0.213043,0,1
0.024194,1,0.5,0.003567,0.032,MORTGAGE,0.041304,VENTURE,0.383402,0.090909,0.035714,0.523913,1,0
0.040323,1,0.5,0.007016,0.016,MORTGAGE,0.288551,VENTURE,0.161866,0.272727,0.071429,0.630435,0,0
0.032258,0,0.5,0.010555,0,MORTGAGE,0.127536,EDUCATION,0.379973,0.090909,0,0.504348,0,1
0.024194,0,0.5,0.013252,0,RENT,0.130435,VENTURE,0.390261,0.075758,0.071429,0.636957,0,0
0.048387,1,0.25,0.003228,0.016,RENT,0.028986,MEDICAL,0.553498,0.075758,0,0.528261,1,0
0.048387,0,0,0.016548,0.048,MORTGAGE,0.333333,DEBTCONSOLIDATION,0.420439,0.136364,0,0.628261,1,0
0.016129,1,0,0.002812,0,RENT,0.072464,MEDICAL,0.082305,0.166667,0.035714,0.615217,0,0
0.072581,0,0,0.028203,0.064,MORTGAGE,0.42029,DEBTCONSOLIDATION,0.210562,0.106061,0.214286,0.276087,1,0
0.16129,1,0.25,0.028562,0.112,MORTGAGE,0.703884,DEBTCONSOLIDATION,0.383402,0.181818,0.535714,0.532609,0,1
0.024194,0,0,0.003183,0,RENT,0.147333,PERSONAL,0.173525,0.272727,0.071429,0.556522,1,0
0.080645,1,0.5,0.020074,0.056,MORTGAGE,0.217391,VENTURE,0.364883,0.075758,0.214286,0.676087,1,0
0.032258,0,0,0.004879,0.024,RENT,0.108696,PERSONAL,0.107682,0.151515,0,0.697826,1,0
0.056452,1,0.25,0.00956,0,MORTGAGE,0.034783,EDUCATION,0.210562,0.030303,0.107143,0.471739,1,0
0.032258,0,0.25,0.013996,0,RENT,0.275362,PERSONAL,0.142661,0.136364,0,0.541304,1,0
0.024194,1,0.5,0.009591,0,RENT,0.449275,EDUCATION,0.617284,0.318182,0.035714,0.636957,0,1
0.024194,1,0,0.006407,0.024,MORTGAGE,0.078261,EDUCATION,0.143347,0.090909,0,0.397826,0,0
0.185484,1,0,0.014059,0.176,MORTGAGE,0.42029,VENTURE,0.620027,0.212121,0.321429,0.506522,1,0
0.129032,0,0.5,0.004731,0.12,RENT,0.217391,HOMEIMPROVEMENT,0.844993,0.287879,0.535714,0.634783,0,1
0.056452,0,0.5,0.005272,0.04,RENT,0.42029,PERSONAL,0.170096,0.5,0.214286,0.63913,0,1
0.040323,1,0.5,0.01538,0,OWN,0.043478,PERSONAL,0.133745,0.030303,0,0.615217,1,0
0.032258,0,0.75,0.019025,0.016,MORTGAGE,0.565217,PERSONAL,0.33882,0.212121,0.071429,0.541304,0,0
0.024194,0,0.5,0.00904,0.016,MORTGAGE,0.565217,EDUCATION,0.168724,0.409091,0.071429,0.493478,1,0
0.024194,1,0,0.008106,0.016,RENT,0.565217,PERSONAL,0.773663,0.454545,0.071429,0.554348,0,1
0.040323,0,0,0.009388,0.008,MORTGAGE,0.565217,HOMEIMPROVEMENT,0.796982,0.393939,0.035714,0.465217,0,1
0.08871,0,0,0.004069,0.08,RENT,0.144928,DEBTCONSOLIDATION,0.237311,0.227273,0.25,0.532609,0,0
0.064516,0,0.25,0.007038,0.072,RENT,0.101449,PERSONAL,0.612483,0.106061,0.285714,0.302174,0,0
0.040323,1,0.75,0.005319,0.008,OWN,0.130435,HOMEIMPROVEMENT,0.38203,0.166667,0.035714,0.573913,1,0
0.008065,0,0,0.007183,0.008,MORTGAGE,0.391304,VENTURE,0.383402,0.348485,0.035714,0.497826,1,0
0.056452,0,0,0.004678,0.016,RENT,0.15942,PERSONAL,0.277778,0.212121,0.25,0.45,1,0
0.024194,1,0.5,0.00737,0.032,RENT,0.252174,EDUCATION,0.703704,0.227273,0,0.158696,1,0
0.104839,0,0,0.008186,0.096,RENT,0.565217,EDUCATION,0.203704,0.454545,0.25,0.713043,0,1
0.056452,1,0.5,0.003154,0.016,OWN,0.318841,MEDICAL,0.210562,0.560606,0.142857,0.682609,0,0
0.032258,0,0.25,0.006118,0.024,RENT,0.275362,DEBTCONSOLIDATION,0.786694,0.287879,0.035714,0.493478,0,1
0.056452,0,0.5,0.005148,0.04,MORTGAGE,0.144928,DEBTCONSOLIDATION,0.558985,0.181818,0.214286,0.652174,1,0
0.056452,1,0.75,0.007901,0.056,RENT,0.188406,MEDICAL,0.339506,0.166667,0.142857,0.519565,0,0
0.056452,0,0.25,0.024061,0.04,MORTGAGE,0.15942,VENTURE,0.553498,0.045455,0.142857,0.541304,1,0
0.016129,0,0.25,0.000794,0.008,RENT,0.089855,MEDICAL,0.467078,0.393939,0.035714,0.532609,0,1
0.145161,0,0.25,0.004509,0.128,RENT,0.043478,VENTURE,0.786694,0.075758,0.428571,0.567391,0,1
0.016129,1,0.5,0.005708,0.016,MORTGAGE,0.123188,VENTURE,0.383402,0.151515,0,0.423913,1,0
0.096774,0,0.5,0.012069,0.088,MORTGAGE,0.565217,HOMEIMPROVEMENT,0.512346,0.318182,0.25,0.523913,0,1
0.112903,1,0.5,0.004155,0.104,RENT,0.275362,DEBTCONSOLIDATION,0.339506,0.393939,0.285714,0.682609,0,1
0.032258,1,0,0.009736,0.024,RENT,0.855072,DEBTCONSOLIDATION,0.625514,0.575758,0.035714,0.417391,0,1
0.072581,0,0.25,0.00097,0.048,RENT,0.115942,EDUCATION,0.660494,0.454545,0.25,0.595652,0,1
0.040323,1,0.75,0.002701,0,OWN,0.202899,VENTURE,0.384088,0.409091,0.071429,0.53913,0,0
0.064516,1,0,0.009844,0.056,RENT,0.15942,MEDICAL,0.395748,0.121212,0.25,0.556522,0,0
0.008065,1,0.5,0.005902,0,OWN,0.217391,PERSONAL,0.415638,0.242424,0.035714,0.193478,1,0
0.048387,0,0.75,0.006541,0.048,RENT,0.043478,PERSONAL,0.416324,0.060606,0,0.61087,1,0
0.024194,1,0.5,0.006092,0,RENT,0.117391,EDUCATION,0.67284,0.136364,0.071429,0.617391,1,0
0.040323,1,0,0.014379,0.016,MORTGAGE,0.362319,MEDICAL,0.400549,0.181818,0,0.48913,0,0
0.056452,1,0.5,0.004781,0,OWN,0.26087,HOMEIMPROVEMENT,0.143347,0.333333,0.285714,0.434783,1,0
0.08871,0,0.5,0.008162,0.104,RENT,0.130435,HOMEIMPROVEMENT,0.463649,0.106061,0.214286,0.678261,1,0
0.016129,1,0.75,0.000736,0,RENT,0.188406,HOMEIMPROVEMENT,0.465706,0.80303,0,0.569565,0,1
0.185484,1,1,0.010369,0.16,MORTGAGE,0.310145,EDUCATION,0.390947,0.212121,0.5,0.573913,1,0
0.048387,0,0.5,0.003235,0,RENT,0.101449,PERSONAL,0.211934,0.19697,0.071429,0.606522,0,0
0.064516,0,0.75,0.003723,0.024,OWN,0.07971,MEDICAL,0.487654,0.136364,0.25,0.46087,1,0
0.112903,0,0.75,0.019435,0.08,MORTGAGE,0.182609,MEDICAL,0.358711,0.075758,0.285714,0.68913,1,0
0.024194,1,0.5,0.010865,0,MORTGAGE,0.263768,EDUCATION,0.143347,0.166667,0.071429,0.6,0,0
0.040323,1,0.25,0.011885,0,MORTGAGE,0.161652,MEDICAL,0.240741,0.106061,0.071429,0.447826,0,0
